StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,1_encoding1Time_First Click,1_encoding1Time_Last Click,1_encoding1Time_Page Submit,1_encoding1Time_Click Count,2_encoding1Time_First Click,2_encoding1Time_Last Click,2_encoding1Time_Page Submit,2_encoding1Time_Click Count,3_encoding1Time_First Click,3_encoding1Time_Last Click,3_encoding1Time_Page Submit,3_encoding1Time_Click Count,4_encoding1Time_First Click,4_encoding1Time_Last Click,4_encoding1Time_Page Submit,4_encoding1Time_Click Count,5_encoding1Time_First Click,5_encoding1Time_Last Click,5_encoding1Time_Page Submit,5_encoding1Time_Click Count,6_encoding1Time_First Click,6_encoding1Time_Last Click,6_encoding1Time_Page Submit,6_encoding1Time_Click Count,7_encoding1Time_First Click,7_encoding1Time_Last Click,7_encoding1Time_Page Submit,7_encoding1Time_Click Count,8_encoding1Time_First Click,8_encoding1Time_Last Click,8_encoding1Time_Page Submit,8_encoding1Time_Click Count,9_encoding1Time_First Click,9_encoding1Time_Last Click,9_encoding1Time_Page Submit,9_encoding1Time_Click Count,10_encoding1Time_First Click,10_encoding1Time_Last Click,10_encoding1Time_Page Submit,10_encoding1Time_Click Count,11_encoding1Time_First Click,11_encoding1Time_Last Click,11_encoding1Time_Page Submit,11_encoding1Time_Click Count,12_encoding1Time_First Click,12_encoding1Time_Last Click,12_encoding1Time_Page Submit,12_encoding1Time_Click Count,13_encoding1Time_First Click,13_encoding1Time_Last Click,13_encoding1Time_Page Submit,13_encoding1Time_Click Count,14_encoding1Time_First Click,14_encoding1Time_Last Click,14_encoding1Time_Page Submit,14_encoding1Time_Click Count,15_encoding1Time_First Click,15_encoding1Time_Last Click,15_encoding1Time_Page Submit,15_encoding1Time_Click Count,16_encoding1Time_First Click,16_encoding1Time_Last Click,16_encoding1Time_Page Submit,16_encoding1Time_Click Count,17_encoding1Time_First Click,17_encoding1Time_Last Click,17_encoding1Time_Page Submit,17_encoding1Time_Click Count,18_encoding1Time_First Click,18_encoding1Time_Last Click,18_encoding1Time_Page Submit,18_encoding1Time_Click Count,19_encoding1Time_First Click,19_encoding1Time_Last Click,19_encoding1Time_Page Submit,19_encoding1Time_Click Count,20_encoding1Time_First Click,20_encoding1Time_Last Click,20_encoding1Time_Page Submit,20_encoding1Time_Click Count,21_encoding1Time_First Click,21_encoding1Time_Last Click,21_encoding1Time_Page Submit,21_encoding1Time_Click Count,22_encoding1Time_First Click,22_encoding1Time_Last Click,22_encoding1Time_Page Submit,22_encoding1Time_Click Count,23_encoding1Time_First Click,23_encoding1Time_Last Click,23_encoding1Time_Page Submit,23_encoding1Time_Click Count,24_encoding1Time_First Click,24_encoding1Time_Last Click,24_encoding1Time_Page Submit,24_encoding1Time_Click Count,1_encoding2Time_First Click,1_encoding2Time_Last Click,1_encoding2Time_Page Submit,1_encoding2Time_Click Count,2_encoding2Time_First Click,2_encoding2Time_Last Click,2_encoding2Time_Page Submit,2_encoding2Time_Click Count,3_encoding2Time_First Click,3_encoding2Time_Last Click,3_encoding2Time_Page Submit,3_encoding2Time_Click Count,4_encoding2Time_First Click,4_encoding2Time_Last Click,4_encoding2Time_Page Submit,4_encoding2Time_Click Count,5_encoding2Time_First Click,5_encoding2Time_Last Click,5_encoding2Time_Page Submit,5_encoding2Time_Click Count,6_encoding2Time_First Click,6_encoding2Time_Last Click,6_encoding2Time_Page Submit,6_encoding2Time_Click Count,7_encoding2Time_First Click,7_encoding2Time_Last Click,7_encoding2Time_Page Submit,7_encoding2Time_Click Count,8_encoding2Time_First Click,8_encoding2Time_Last Click,8_encoding2Time_Page Submit,8_encoding2Time_Click Count,9_encoding2Time_First Click,9_encoding2Time_Last Click,9_encoding2Time_Page Submit,9_encoding2Time_Click Count,10_encoding2Time_First Click,10_encoding2Time_Last Click,10_encoding2Time_Page Submit,10_encoding2Time_Click Count,11_encoding2Time_First Click,11_encoding2Time_Last Click,11_encoding2Time_Page Submit,11_encoding2Time_Click Count,12_encoding2Time_First Click,12_encoding2Time_Last Click,12_encoding2Time_Page Submit,12_encoding2Time_Click Count,13_encoding2Time_First Click,13_encoding2Time_Last Click,13_encoding2Time_Page Submit,13_encoding2Time_Click Count,14_encoding2Time_First Click,14_encoding2Time_Last Click,14_encoding2Time_Page Submit,14_encoding2Time_Click Count,15_encoding2Time_First Click,15_encoding2Time_Last Click,15_encoding2Time_Page Submit,15_encoding2Time_Click Count,16_encoding2Time_First Click,16_encoding2Time_Last Click,16_encoding2Time_Page Submit,16_encoding2Time_Click Count,17_encoding2Time_First Click,17_encoding2Time_Last Click,17_encoding2Time_Page Submit,17_encoding2Time_Click Count,18_encoding2Time_First Click,18_encoding2Time_Last Click,18_encoding2Time_Page Submit,18_encoding2Time_Click Count,19_encoding2Time_First Click,19_encoding2Time_Last Click,19_encoding2Time_Page Submit,19_encoding2Time_Click Count,20_encoding2Time_First Click,20_encoding2Time_Last Click,20_encoding2Time_Page Submit,20_encoding2Time_Click Count,21_encoding2Time_First Click,21_encoding2Time_Last Click,21_encoding2Time_Page Submit,21_encoding2Time_Click Count,22_encoding2Time_First Click,22_encoding2Time_Last Click,22_encoding2Time_Page Submit,22_encoding2Time_Click Count,23_encoding2Time_First Click,23_encoding2Time_Last Click,23_encoding2Time_Page Submit,23_encoding2Time_Click Count,24_encoding2Time_First Click,24_encoding2Time_Last Click,24_encoding2Time_Page Submit,24_encoding2Time_Click Count,1_mathQuiz,2_mathQuiz,3_mathQuiz,4_mathQuiz,5_mathQuiz,6_mathQuiz,7_mathQuiz,8_mathQuiz,9_mathQuiz,10_mathQuiz,1_recog,2_recog,3_recog,4_recog,5_recog,6_recog,7_recog,8_recog,9_recog,10_recog,11_recog,12_recog,13_recog,14_recog,15_recog,16_recog,17_recog,18_recog,19_recog,20_recog,21_recog,22_recog,23_recog,24_recog,25_recog,26_recog,27_recog,28_recog,29_recog,30_recog,31_recog,32_recog,33_recog,34_recog,35_recog,36_recog,37_recog,38_recog,39_recog,40_recog,41_recog,42_recog,43_recog,44_recog,45_recog,46_recog,47_recog,48_recog,contactQs_1,contactQs_2,contactQs_3,contactQs_4,contactQs_5,contactQs_6,contactQs_7,contactQs_8,contactQs_9,contactQs_10,contactQs_11,contactQs_12,contactQs_13,contactQs_14,contactQs_15,contactQs_DO,friendship_1,friendship_2,friendship_3,friendship_4,friendship_5,friendship_6,friendship_7,friendship_8,friendship_9,friendship_10,friendship_11,friendship_12,friendship_13,friendship_14,friendship_15,friendship_16,friendship_17,friendship_18,friendship_DO,botCheck,manipCheck,age,race,race_6_TEXT,sex,sex_3_TEXT,FL_13_DO,FL_14_DO,individualdifference-motivation_DO
10/21/21 13:24,10/21/21 13:40,0,165.73.233.82,100,986,1,10/21/21 13:40,R_2uX7z3ct29l9taN,,,,,-33.91400146,18.41290283,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.114,0,0,0,2.012,0,1.365,1.365,2.012,1,0,0,2.011,0,0,0,2.117,0,0,0,2.013,0,0,0,2.01,0,0,0,2.014,0,0,0,2.11,0,0,0,2.012,0,0,0,2.01,0,0.988,0.988,2.013,1,0,0,2.015,0,0,0,2.01,0,0,0,2.014,0,0,0,2.013,0,0,0,2.012,0,1.534,1.534,2.113,1,0,0,2.013,0,0,0,2.013,0,0,0,2.014,0,0.594,0.594,2.023,1,0,0,2.013,0,0,0,2.014,0,3,6.75,54,100,6,40,343,1,13,8,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,5,4,3,4,4,3,3,5,4,4,4,3,4,3,4,11|8|15|6|10|9|4|14|7|13|2|3|5|12|1,4,4,5,4,5,4,5,4,5,4,3,5,5,5,4,4,3,5,11|14|8|16|15|9|4|6|13|3|7|12|17|10|18|5|2|1,Truthful answers,Race and judgements ,33,5,,2,,encoding-block2,individualdifference-motivation|individualdifference-experience,friendship
10/21/21 13:31,10/21/21 13:41,0,70.65.126.37,100,592,1,10/21/21 13:41,R_3kFgwmblLIjKGRR,,,,,50.91290283,-114.1027985,anonymous,EN,1,0,0,2.009,0,0,0,2.111,0,0,0,2.01,0,0,0,2.011,0,0,0,2.008,0,0,0,2.007,0,0,0,2.112,0,0,0,2.007,0,0,0,2.007,0,0,0,2.107,0,0,0,2.007,0,0,0,2.012,0,0,0,2.01,0,0,0,2.111,0,0,0,2.107,0,0,0,2.011,0,0,0,2.01,0,0,0,2.012,0,0,0,2.108,0,0,0,2.011,0,0,0,2.01,0,0,0,2.108,0,0,0,2.11,0,0,0,2.011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,4,50,9,30,49,21,12,8,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,4,6,1,4,6,6,4,1,6,1,1,6,4,1,7|1|14|3|4|8|15|9|13|12|6|11|5|2|10,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,3,6|11|18|1|2|10|13|9|17|8|5|7|12|3|14|15|4|16,"I grew up and now live in a very rural and suburban area where there is not a lot of black people or people of color. Therefore, my interactions on a daily basis are mainly with white people.",Whether or not features on ethnic people vs white people are more memorable.,21,2,,2,,encoding-block1,individualdifference-motivation|individualdifference-experience,friendship
10/21/21 13:34,10/21/21 13:43,0,41.13.5.83,100,540,1,10/21/21 13:44,R_R90H9zXm3h3giVb,,,,,-26.38110352,27.83760071,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.11,0,0,0,2.112,0,0,0,2.009,0,0,0,2.011,0,0,0,2.012,0,0,0,2.01,0,0,0,2.123,0,0,0,2.011,0,0,0,2.012,0,0,0,2.011,0,0,0,2.009,0,0,0,2.015,0,0,0,2.132,0,0,0,2.011,0,0,0,2.012,0,0,0,2.01,0,0,0,2.111,0,0,0,2.01,0,0,0,2.112,0,0,0,2.01,0,0,0,2.01,0,0,0,2.112,0,0,0,2.112,0,0,0,2.109,0,9,4,36,5,8,68,70,21,12,8,2,2,1,1,2,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,6,2,2,6,4,3,1,6,6,3,2,6,1,1,6,7|13|12|11|15|10|6|5|9|1|4|14|3|8|2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16|8|2|11|13|17|6|5|9|10|15|3|14|18|1|12|7|4,I used my instinct,Evaluate interaction between races,19,2,,1,,encoding-block2,individualdifference-experience|individualdifference-motivation,friendship
10/21/21 13:25,10/21/21 13:47,0,154.119.63.118,100,1337,1,10/21/21 13:47,R_9mCWG4szdtylpqF,,,,,-29.12519836,26.16299438,anonymous,EN,1,0,0,2.016,0,0,0,2.01,0,0,0,2.012,0,0,0,2.012,0,0,0,2.01,0,0,0,2.013,0,0,0,2.113,0,0,0,2.111,0,0,0,2.019,0,0,0,2.012,0,0,0,2.117,0,0,0,2.117,0,0,0,2.115,0,0,0,2.009,0,0,0,2.109,0,0,0,2.125,0,0,0,2.012,0,0,0,2.106,0,0,0,2.006,0,0,0,2.009,0,0,0,2.008,0,0,0,2.019,0,0,0,2.008,0,0,0,2.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,54,10,6,40,49,343,13,8,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,1,2,5,3,5,6,6,3,1,6,5,4,1,6,6,1,6,8|3|5|15|10|1|14|4|13|9|6|2|12|11|7,4,4,4,5,5,5,5,3,4,3,3,4,4,5,3,3,3,3,7|4|6|5|14|11|12|10|18|8|1|13|9|16|3|17|2|15,"There is a huge culture difference between black and white people, that's why I'd lean more on people of the same race as me who understand where Im coming so Im comfortable and have a sense of belonging",it was interaction between black and white people,21,2,,2,,encoding-block1,individualdifference-experience|individualdifference-motivation,friendship
10/21/21 13:30,10/21/21 13:48,0,184.145.53.192,100,1075,1,10/21/21 13:48,R_3ozG92EglUgmUpN,,,,,43.76930237,-79.24440002,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.114,0,0,0,2.114,0,0,0,2.111,0,0,0,2.019,0,0,0,2.03,0,0,0,2.007,0,0,0,2.014,0,0,0,2.006,0,0,0,2.015,0,0,0,2.014,0,0,0,2.12,0,0,0,2.008,0,0,0,2.115,0,0,0,2.114,0,0,0,2.01,0,0,0,2.008,0,0,0,2.015,0,0,0,2.123,0,0,0,2.016,0,0,0,2.012,0,0,0,2.111,0,0,0,2.008,0,0,0,2.008,0,0,0,2.014,0,9,3,54,10,6,40,18.5,343,13,8,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,6,5,4,6,6,3,4,6,6,3,4,6,6,1,1,9|5|6|1|4|2|7|13|8|14|10|11|15|3|12,5,5,5,5,5,5,5,5,5,4,3,3,5,5,5,4,3,4,1|15|2|7|9|8|10|5|3|16|6|18|4|14|12|13|11|17,because it true that I interact with everyone one but there are usually more black people who interact with me,I  believe this study was about how people interact with different races,18,2,,2,,encoding-block2,individualdifference-motivation|individualdifference-experience,friendship
10/21/21 13:38,10/21/21 13:51,0,105.12.7.42,100,817,1,10/21/21 13:51,R_YS4vPOTv9lkMZUd,,,,,-26.38110352,27.83760071,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.021,0,0,0,2.02,0,0,0,2.029,0,0,0,2.018,0,0,0,2.019,0,0,0,2.019,0,0,0,2.123,0,0,0,2.021,0,0,0,2.023,0,0,0,2.123,0,0,0,2.025,0,0,0,2.02,0,0,0,2.02,0,0,0,2.123,0,0,0,2.121,0,0,0,2.125,0,0,0,2.017,0,0,0,2.127,0,0,0,2.022,0,0,0,2.125,0,0,0,2.018,0,0,0,2.023,0,0,0,2.021,0,0,0,2.021,0,9,3,54,10,6,40,49,343,13,8,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,6,2,6,6,3,6,4,6,6,3,3,6,1,1,6,12|9|2|8|7|1|11|3|14|4|5|15|6|13|10,5,4,5,5,5,5,5,4,5,3,4,5,4,4,5,3,4,5,4|18|12|15|17|6|14|13|11|16|10|3|5|9|2|1|7|8,by looking at my surroundings and reflecting,memorizing and identifying faces maybe to sure if there is a link between the race you spend your time with and having a good memory of them,25,2,,1,,encoding-block2,individualdifference-experience|individualdifference-motivation,friendship
10/21/21 13:36,10/21/21 13:51,0,41.116.58.205,100,913,1,10/21/21 13:51,R_1je8Y4qTgjiLgfK,,,,,-26.18330383,28.31669617,anonymous,EN,1,0,0,2.022,0,0,0,2.014,0,0,0,2.113,0,0,0,2.015,0,0,0,2.016,0,0,0,2.015,0,0,0,2.014,0,0,0,2.014,0,0,0,2.015,0,0,0,2.016,0,0,0,2.014,0,0,0,2.016,0,0,0,2.013,0,0,0,2.013,0,0,0,2.014,0,0,0,2.02,0,0,0,2.114,0,0,0,2.015,0,0,0,2.012,0,1.396,1.396,2.114,1,0,0,2.015,0,0,0,2.011,0,0,0,2.018,0,0,0,2.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,54,0,6,40,21,343,56.3,8,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,6,4,6,6,4,6,5,6,6,5,2,6,6,2,6,1|7|10|9|5|3|15|8|12|14|13|4|6|2|11,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4,4,3,3,4|1|8|10|16|6|9|13|17|11|12|18|2|15|5|3|7|14,I went with my gut instinct and I was was truthful with my answers ,It was about how people interact with people of different races and what their first impressions of those people are,25,2,,2,,encoding-block1,individualdifference-motivation|individualdifference-experience,friendship
10/21/21 13:42,10/21/21 13:54,0,41.116.28.175,100,721,1,10/21/21 13:54,R_21ogBVU2TIgGj5I,,,,,-26.38110352,27.83760071,anonymous,EN,1,0,0,2.117,0,1.592,1.592,2.009,1,0,0,2.008,0,0,0,2.008,0,0,0,2.008,0,0,0,2.108,0,1.253,1.253,2.009,1,0,0,2.011,0,0,0,2.11,0,0,0,2.115,0,0,0,2.016,0,0,0,2.008,0,0,0,2.011,0,0,0,2.108,0,0,0,2.017,0,0,0,2.013,0,1.344,1.344,2.109,1,0,0,2.018,0,0,0,2.108,0,0,0,2.014,0,0,0,2.014,0,0,0,2.02,0,0,0,2.107,0,0,0,2.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,54,10,6,40,49,343,56.3,8,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,4,3,2,6,3,1,3,3,4,3,1,3,3,1,6,11|1|10|7|8|2|12|6|4|3|15|13|9|14|5,5,5,5,4,4,3,4,5,4,5,5,5,5,4,5,4,5,5,13|10|2|15|1|17|11|12|3|18|5|16|14|9|7|8|6|4,I calculated them using a calculator ,About Race,24,2,,2,,encoding-block1,individualdifference-experience|individualdifference-motivation,friendship
10/21/21 13:38,10/21/21 13:58,0,41.147.1.124,100,1172,1,10/21/21 13:58,R_2EG1OxHnSzNmawO,,,,,-33.91400146,18.41290283,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.026,0,0,0,2.02,0,0,0,2.019,0,0,0,2.123,0,0,0,2.012,0,0,0,2.015,0,0,0,2.019,0,0,0,2.116,0,0,0,2.01,0,0,0,2.113,0,0,0,2.02,0,0,0,2.02,0,0,0,2.022,0,0,0,2.017,0,0,0,2.021,0,0,0,2.014,0,0,0,2.117,0,0,0,2.03,0,0,0,2.021,0,0,0,2.019,0,0,0,2.021,0,0,0,2.013,0,0,0,2.127,0,0,0,2.019,0,9,3,54,10,6,40,49,21,13,13,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,6,3,6,6,3,4,4,6,4,4,1,4,1,3,6,14|7|13|1|9|2|6|15|4|12|3|8|11|5|10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16|12|13|14|17|11|2|18|6|1|15|4|10|5|7|3|8|9,by looking at pictures of both white and black men and reading the questions to give answers to.,how well to di interact with people of different races.,26,2,,2,,encoding-block2,individualdifference-experience|individualdifference-motivation,friendship
10/21/21 13:49,10/21/21 14:04,0,95.95.222.87,100,916,1,10/21/21 14:04,R_10YnaXcO7o6O1EV,,,,,38.66610718,-9.075897217,anonymous,EN,1,0,0,2.017,0,0,0,2.019,0,0,0,2.026,0,0,0,2.02,0,0,0,2.123,0,0,0,2.021,0,0,0,2.125,0,0,0,2.022,0,0,0,2.125,0,0,0,2.127,0,0,0,2.027,0,0,0,2.019,0,0,0,2.028,0,0,0,2.025,0,0,0,2.022,0,0,0,2.019,0,0,0,2.028,0,0,0,2.019,0,0,0,2.023,0,0,0,2.023,0,0,0,2.024,0,0,0,2.223,0,0,0,2.025,0,0,0,2.028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,54,10,63,40,49,469,13,8,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,5,5,6,5,5,6,5,5,5,6,2,5,6,3,1,4|3|10|14|7|12|5|11|13|1|6|9|15|2|8,4,4,4,5,5,5,5,4,4,4,4,4,5,5,5,5,4,4,15|1|6|11|7|9|18|10|13|4|5|16|17|12|3|2|8|14,"Just read them, and tried to remember past experiences","maybe the ability of people to recognize faces, based on their race and also in which type of demographics they grew up in",27,2,,1,,encoding-block1,individualdifference-motivation|individualdifference-experience,friendship
10/21/21 13:50,10/21/21 14:05,0,41.113.182.113,100,921,1,10/21/21 14:05,R_pc791gL0R4TSzL3,,,,,-26.38110352,27.83760071,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.008,0,0,0,2.109,0,0,0,2.111,0,0,0,2.108,0,0,0,2.113,0,0,0,2.115,0,0,0,2.016,0,0,0,2.008,0,0,0,2.015,0,0,0,2.112,0,0,0,2.015,0,0,0,2.014,0,0,0,2.016,0,0,0,2.015,0,0,0,2.015,0,1.558,1.558,2.114,1,0,0,2.014,0,0,0,2.112,0,0,0,2.011,0,0,0,2.016,0,0,0,2.015,0,0,0,2.018,0,0,0,2.012,0,0,0,2.109,0,9,3,54,10,6,40,49,343,13,8,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,6,4,5,6,6,3,3,6,5,2,6,4,6,5,4,7|4|5|11|3|8|10|1|6|13|2|12|14|15|9,5,5,5,5,3,5,5,5,4,5,5,4,4,4,5,5,4,5,2|18|11|12|9|17|13|3|15|5|4|14|7|8|16|10|1|6,by looking at my past ,about race,31,2,,1,,encoding-block2,individualdifference-motivation|individualdifference-experience,friendship
10/21/21 13:47,10/21/21 14:10,0,105.0.5.135,100,1385,1,10/21/21 14:10,R_pnrHD84q7GtCUCZ,,,,,-26.38110352,27.83760071,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.009,0,0,0,2.114,0,0,0,2.073,0,0,0,2.011,0,0,0,2.111,0,0,0,2.181,0,0,0,2.106,0,0,0,2.171,0,0,0,2.007,0,0,0,2.015,0,0,0,2.018,0,0,0,2.062,0,0,0,2.019,0,0,0,2.072,0,0,0,2.186,0,0,0,2.012,0,0,0,2.117,0,0,0,2.116,0,0,0,2.121,0,0,0,2.069,0,0,0,2.11,0,0,0,2.113,0,0,0,2.068,0,0,0,2.013,0,9,3,54,10,6,40,49,343,13,8,2,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,6,4,6,6,6,6,3,6,6,3,6,6,1,1,6,13|5|7|2|9|14|10|3|6|11|15|8|12|1|4,4,4,4,5,5,5,5,3,3,3,3,3,4,4,5,4,3,3,17|6|1|13|3|11|9|2|8|16|10|14|15|4|7|18|5|12,I was just evaluating my own experience honestly and making a conclusion based on that. ,Seeing if people remember faces of a certain race and their interaction with other races and also how judgmental we are of other races.,37,2,,2,,encoding-block2,individualdifference-motivation|individualdifference-experience,friendship
10/21/21 13:53,10/21/21 14:10,0,102.252.67.48,100,1046,1,10/21/21 14:10,R_9NV6l432s48wuoF,,,,,-26.38110352,27.83760071,anonymous,EN,1,0,0,2.11,0,0,0,2.016,0,0,0,2.014,0,0,0,2.114,0,0,0,2.006,0,0,0,2.007,0,0,0,2.011,0,0,0,2.014,0,0,0,2.01,0,0,0,2.113,0,0,0,2.115,0,0,0,3.812,0,0,0,2.113,0,0,0,2.015,0,0,0,2.014,0,0,0,2.006,0,0,0,2.008,0,0,0,2.011,0,0,0,2.113,0,0.902,0.902,2.119,1,0,0,2.011,0,0,0,2.008,0,0,0,2.008,0,0,0,2.111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,54,25,6,40,49,343,13,8,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,7|3|6|8|9|11|1|12|14|13|5|15|4|2|10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18|1|13|12|7|15|16|8|11|4|2|5|17|3|6|9|14|10,I general love to socialize with people despite their race.,The study was about analyzing how we interact with people within our communities.,28,2,,2,,encoding-block1,individualdifference-experience|individualdifference-motivation,friendship
